ime,id,leto,minplay,maxplay,mintime,maxtime,minage,ocena,glasovi,kategorije,mechanic 
Arkham Horror: The King in Yellow Expansion,25945,2007,1,8,240,240,12,7.62114,3996,"['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Novel-based', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
Mission: Red Planet,18258,2005,3,5,60,60,10,6.9331,3990,"['Science Fiction', 'Space Exploration']","['Action Retrieval', 'Area Majority \\/ Influence', 'Hand Management', 'Simultaneous Action Selection']"
51st State: Master Set,192458,2016,1,4,60,90,14,7.68456,3981,"['Card Game', 'City Building', 'Economic', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Variable Phase Order', 'Worker Placement']"
Runebound (Third Edition),181530,2015,2,4,120,180,14,7.54166,3980,"['Adventure', 'Exploration', 'Fantasy']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Variable Player Powers']"
Arkadia,25643,2006,2,4,45,60,10,6.92417,3973,['City Building'],"['Area Majority \\/ Influence', 'Set Collection', 'Stock Holding', 'Tile Placement']"
Rex: Final Days of an Empire,104363,2012,3,6,120,180,14,7.11438,3974,"['Fighting', 'Negotiation', 'Political', 'Science Fiction']","['Alliances', 'Area Majority \\/ Influence', 'Auction\\/Bidding', 'Hand Management', 'Point to Point Movement', 'Team-Based Game']"
Coal Baron,143515,2013,2,4,60,75,10,7.30056,3967,"['Industry \\/ Manufacturing', 'Trains', 'Transportation']","['Action Points', 'Pick-up and Deliver', 'Set Collection', 'Tile Placement', 'Worker Placement']"
Hyperborea,119788,2014,2,6,50,150,14,7.24928,3966,"['Civilization', 'Exploration', 'Fantasy', 'Fighting']","['Area Majority \\/ Influence', 'Deck, Bag, and Pool Building', 'Grid Movement', 'Modular Board', 'Variable Player Powers']"
Discoveries: The Journals of Lewis and Clark,171669,2015,2,4,60,60,14,7.12253,3955,"['American West', 'Dice']","['Deck, Bag, and Pool Building', 'Dice Rolling', 'Set Collection', 'Worker Placement']"
Revolution!,34887,2009,3,4,60,60,13,6.73101,3938,"['Bluffing', 'Deduction', 'Political']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Simultaneous Action Selection']"
Majesty: For the Realm,230080,2017,2,4,20,40,7,7.03843,3941,"['Card Game', 'Medieval']","['Card Drafting', 'Set Collection']"
Hacienda,19100,2005,2,5,60,90,10,6.95096,3932,"['Animals', 'Economic', 'Farming', 'Territory Building']","['Card Drafting', 'Enclosure', 'Network and Route Building', 'Tile Placement']"
Dixit: Journey,121288,2012,3,6,30,30,8,7.43947,3931,"['Card Game', 'Humor', 'Party Game']","['Acting', 'Simultaneous Action Selection', 'Storytelling', 'Voting']"
Santiago de Cuba,104347,2011,2,4,40,75,10,6.93403,3922,['Economic'],"['Commodity Speculation', 'Dice Rolling', 'Memory', 'Modular Board', 'Pick-up and Deliver', 'Point to Point Movement']"
Samurai Spirit,158900,2014,1,7,30,30,9,6.70494,3920,"['Animals', 'Fantasy', 'Fighting']","['Cooperative Game', 'Push Your Luck', 'Variable Player Powers']"
"Labyrinth: The War on Terror, 2001 – ?",62227,2010,1,2,180,180,12,7.59119,3919,"['Modern Warfare', 'Political', 'Wargame']","['Area Majority \\/ Influence', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Solo \\/ Solitaire Game']"
Just One,254640,2018,3,7,20,20,8,7.57421,3956,"['Party Game', 'Word Game']","['Communication Limits', 'Cooperative Game']"
Lords of Hellas,222509,2018,1,4,60,90,14,7.98253,3923,"['Ancient', 'Civilization', 'Mythology', 'Science Fiction', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Hand Management', 'Variable Player Powers', 'Worker Placement']"
Hawaii,106217,2011,2,5,90,90,13,7.18266,3906,"['Action Points', 'Area Movement', 'Modular Board']","['Action Points', 'Area Movement', 'Modular Board']"
Britannia,240,1986,3,5,180,300,12,7.2065,3901,"['Ancient', 'Civilization', 'Medieval', 'Wargame']","['Area Movement', 'Dice Rolling', 'Variable Player Powers', 'Voting']"
Star Wars: Destiny,205359,2016,2,2,30,30,10,7.64497,3900,"['Card Game', 'Collectible Components', 'Dice', 'Fighting', 'Movies \\/ TV \\/ Radio theme', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'Variable Player Powers']"
Metropolys,25568,2008,2,4,45,45,8,7.03356,3886,['City Building'],"['Area Majority \\/ Influence', 'Auction\\/Bidding']"
Zombicide Season 2: Prison Outbreak,137988,2013,1,6,60,60,13,7.42453,3884,"['Horror', 'Miniatures', 'Zombies']","['Action Points', 'Cooperative Game', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Variable Player Powers']"
Guess Who?,4143,1979,2,2,20,20,6,4.78841,3881,"[""Children's Game"", 'Deduction', 'Movies \\/ TV \\/ Radio theme']",[]
Puerto Rico (with two expansions),108687,2011,2,5,90,150,13,8.49417,3876,"['City Building', 'Economic', 'Farming']","['Action Drafting', 'End Game Bonuses', 'Follow', 'Hidden Victory Points', 'Increase Value of Unchosen Resources', 'Turn Order: Progressive']"
Pachisi,2136,400,2,6,30,30,5,4.4858,3872,"[""Children's Game"", 'Comic Book \\/ Strip', 'Dice', 'Movies \\/ TV \\/ Radio theme', 'Novel-based', 'Racing']","['Dice Rolling', 'Roll \\/ Spin and Move', 'Team-Based Game']"
Century: Eastern Wonders,242574,2018,2,4,30,45,8,7.32031,3878,['Nautical'],"['Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Set Collection']"
Fallout,232918,2017,1,4,120,180,14,7.00586,3874,"['Adventure', 'Exploration', 'Science Fiction', 'Video Game Theme']","['Action Points', 'Area Movement', 'Dice Rolling', 'Hand Management', 'Modular Board', 'Role Playing']"
Villa Paletti,2596,2001,2,4,30,30,8,6.46438,3860,"['Action \\/ Dexterity', ""Children's Game"", 'Party Game']","['Dice Rolling', 'Flicking', 'Pattern Building']"
Vinci,60,1999,3,6,90,90,14,7.10031,3857,"['Ancient', 'Civilization', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Increase Value of Unchosen Resources', 'Variable Player Powers']"
Alhambra: Big Box,45358,2009,2,6,60,60,8,7.53242,3858,['City Building'],"['Card Drafting', 'Hand Management', 'Pattern Building', 'Set Collection', 'Tile Placement']"
Santa Maria,229220,2017,1,4,45,90,12,7.59382,3854,"['Civilization', 'Farming']","['Card Drafting', 'Dice Rolling', 'Network and Route Building', 'Set Collection', 'Tile Placement', 'Variable Player Powers']"
Cthulhu Wars,139976,2015,2,4,90,120,14,7.9416,3835,"['Fantasy', 'Fighting', 'Horror', 'Miniatures']","['Action Points', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']"
Epic Card Game,175621,2015,2,4,20,40,13,6.52677,3827,"['Card Game', 'Fantasy', 'Fighting', 'Prehistoric', 'Zombies']","['Card Drafting', 'Hand Management', 'Take That']"
Detective: A Modern Crime Board Game,223321,2018,1,5,120,180,16,8.08646,3833,"['Deduction', 'Murder\\/Mystery']","['Cooperative Game', 'Solo \\/ Solitaire Game', 'Storytelling']"
Family Business,170,1982,2,6,30,30,8,6.0793,3809,"['Card Game', 'Mafia']","['Hand Management', 'Player Elimination', 'Take That']"
Unlock! Escape Adventures,213460,2017,2,6,45,75,10,7.49994,3806,"['Card Game', 'Exploration', 'Puzzle', 'Real-time']","['Cooperative Game', 'Scenario \\/ Mission \\/ Campaign Game', 'Storytelling']"
Dead Man&#039;s Draw,149155,2015,2,4,10,15,13,6.86721,3801,"['Card Game', 'Pirates']","['Push Your Luck', 'Set Collection', 'Take That', 'Variable Player Powers']"
Titan,103,1980,2,6,30,240,12,6.96543,3790,"['Fantasy', 'Fighting']","['Dice Rolling', 'Minimap Resolution', 'Player Elimination', 'Roll \\/ Spin and Move', 'Secret Unit Deployment', 'Set Collection']"
Wyatt Earp,878,2001,2,4,30,45,8,6.8604,3786,"['American West', 'Card Game']","['Hand Management', 'Set Collection']"
Cold War: CIA vs KGB,24742,2007,2,2,30,60,12,6.64782,3784,"['Bluffing', 'Card Game', 'Modern Warfare', 'Political', 'Spies\\/Secret Agents']","['Area Majority \\/ Influence', 'Push Your Luck', 'Secret Unit Deployment', 'Simultaneous Action Selection']"
Middle-Earth Quest,31563,2009,2,4,180,180,13,7.37755,3785,"['Adventure', 'Exploration', 'Fantasy', 'Novel-based']","['Hand Management', 'Point to Point Movement', 'Team-Based Game', 'Variable Player Powers']"
Ticket to Ride: The Card Game,34127,2008,2,4,30,30,8,6.16139,3785,"['Card Game', 'Trains']","['Hand Management', 'Memory', 'Set Collection']"
Mykerinos,21441,2006,2,4,30,60,10,6.86191,3783,['Exploration'],"['Area Majority \\/ Influence', 'Hand Management', 'Modular Board']"
Cosmic Encounter,15,1977,2,6,90,90,12,6.92206,3774,"['Bluffing', 'Negotiation', 'Science Fiction']","['Hand Management', 'Variable Player Powers']"
Core Worlds,98351,2011,2,5,60,120,10,7.20069,3774,"['Card Game', 'Civilization', 'Science Fiction', 'Space Exploration']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Timeline: Events,113401,2011,2,8,15,15,8,6.7845,3771,"['Card Game', 'Educational', 'Party Game', 'Trivia']",[]
The Republic of Rome,1513,1990,1,6,300,300,14,7.53869,3765,"['Ancient', 'Negotiation', 'Political', 'Wargame']","['Dice Rolling', 'Hand Management', 'Simulation', 'Variable Player Powers', 'Voting']"
Valley of the Kings,150999,2014,2,4,45,45,14,7.08324,3765,"['Ancient', 'Card Game', 'Religious']","['Deck, Bag, and Pool Building', 'Hand Management', 'Set Collection']"
Tyrants of the Underdark,189932,2016,2,4,60,60,14,7.8816,3767,['Fantasy'],"['Area Majority \\/ Influence', 'Deck, Bag, and Pool Building', 'Take That']"
The Lord of the Rings: Journeys in Middle-earth,269385,2019,1,5,60,120,14,8.18163,3782,"['Adventure', 'Fantasy', 'Fighting', 'Novel-based']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Modular Board', 'Role Playing', 'Variable Player Powers']"
Two Rooms and a Boom,134352,2013,6,30,7,20,8,7.03625,3751,"['Bluffing', 'Card Game', 'Deduction', 'Negotiation', 'Party Game', 'Print & Play']","['Acting', 'Team-Based Game', 'Variable Player Powers', 'Voting']"
Terraforming Mars: Venus Next,231965,2017,1,5,90,120,12,7.72396,3757,"['Economic', 'Educational', 'Environmental', 'Expansion for Base-game', 'Industry \\/ Manufacturing', 'Science Fiction']","['Card Drafting', 'Hand Management', 'Tile Placement']"
Carcassonne: King &amp; Scout,7707,2003,2,5,45,45,8,6.58976,3741,"['City Building', 'Expansion for Base-game', 'Medieval', 'Prehistoric', 'Territory Building']","['Area Majority \\/ Influence', 'Tile Placement']"
Chinese Checkers,2386,1893,2,6,30,30,7,5.10937,3742,['Abstract Strategy'],"['Enclosure', 'Grid Movement', 'Trading']"
To Court the King,21632,2006,2,5,45,45,10,6.46713,3740,"['Dice', 'Medieval']","['Card Drafting', 'Dice Rolling', 'Pattern Building']"
Legacy: The Testament of Duke de Crecy,52461,2013,1,4,60,60,8,7.19878,3737,"['Age of Reason', 'Card Game', 'Economic']","['Card Drafting', 'End Game Bonuses', 'Hand Management', 'Set Collection', 'Worker Placement', 'Worker Placement, Different Worker Types']"
Fauna,35497,2008,2,6,45,60,8,7.04385,3726,"['Animals', 'Educational', 'Trivia']",['Betting and Bluffing']
Haggis,37628,2010,2,3,45,45,13,6.98879,3721,['Card Game'],"['Betting and Bluffing', 'Hand Management', 'Ladder Climbing', 'Trick-taking']"
Caverna: Cave vs Cave,220520,2017,1,2,20,40,10,7.25267,3725,"['Economic', 'Fantasy', 'Farming']","['Tile Placement', 'Worker Placement']"
Warrior Knights,22038,2006,2,6,120,240,12,6.86303,3716,"['Medieval', 'Negotiation', 'Political', 'Wargame']","['Area Movement', 'Auction\\/Bidding', 'Campaign \\/ Battle Card Driven', 'Hexagon Grid', 'Simultaneous Action Selection', 'Turn Order: Random']"
Blokus 3D,6411,2003,2,4,15,20,7,6.80199,3711,"['Abstract Strategy', 'Territory Building']","['Enclosure', 'Hand Management', 'Tile Placement']"
Nightfall,88408,2011,2,5,45,45,12,6.50876,3711,"['Card Game', 'Fantasy', 'Fighting', 'Horror']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management', 'Pattern Building', 'Take That', 'Variable Player Powers']"
Bausack,1231,1987,2,8,15,45,7,6.83937,3711,"['Action \\/ Dexterity', 'Party Game']",['Auction\\/Bidding']
ZÈRTZ,528,1999,2,2,30,60,9,7.30031,3703,['Abstract Strategy'],"['Grid Movement', 'Set Collection']"
Catan: Traders &amp; Barbarians,27760,2007,2,4,60,60,10,6.9852,3702,"['Expansion for Base-game', 'Negotiation', 'Transportation']","['Auction\\/Bidding', 'Dice Rolling', 'Hand Management', 'Memory', 'Modular Board', 'Network and Route Building']"
Dragon Castle,232219,2017,2,4,30,45,8,7.31327,3714,['Abstract Strategy'],"['Card Drafting', 'Pattern Building', 'Pattern Recognition', 'Tile Placement']"
Guildhall,132372,2012,2,4,30,45,10,6.96206,3698,"['Card Game', 'Medieval']","['Hand Management', 'Set Collection', 'Take That']"
Indonesia,19777,2005,2,5,180,240,14,7.85546,3693,"['Economic', 'Industry \\/ Manufacturing', 'Transportation']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Pick-up and Deliver', 'Stock Holding']"
Tinners&#039; Trail,35570,2008,3,4,60,90,13,7.28574,3692,"['Economic', 'Industry \\/ Manufacturing']","['Action Points', 'Auction\\/Bidding', 'Dice Rolling', 'Time Track']"
Catan: Seafarers – 5-6 Player Extension,4103,1999,5,6,120,120,10,6.98443,3686,"['Civilization', 'Expansion for Base-game', 'Exploration', 'Nautical', 'Negotiation']","['Dice Rolling', 'Hand Management', 'Memory', 'Modular Board', 'Network and Route Building', 'Trading']"
Honshū,207336,2016,2,5,30,40,8,7.02269,3686,"['Card Game', 'City Building', 'Territory Building']","['Auction\\/Bidding', 'Hand Management', 'Melding and Splaying']"
Mississippi Queen,256,1997,3,5,45,45,10,6.35292,3675,"['Nautical', 'Racing', 'Transportation']","['Grid Movement', 'Modular Board', 'Pick-up and Deliver']"
A Game of Thrones: The Card Game (Second Edition),169255,2015,2,4,60,120,14,7.65507,3673,"['Card Game', 'Collectible Components', 'Fantasy', 'Fighting', 'Medieval', 'Negotiation']","['Card Drafting', 'Hand Management', 'Simultaneous Action Selection', 'Variable Player Powers']"
Hammer of the Scots,3685,2002,2,2,120,180,12,7.55645,3665,"['Medieval', 'Wargame']","['Area Movement', 'Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Secret Unit Deployment', 'Simultaneous Action Selection']"
Tragedy Looper,148319,2011,2,4,120,120,13,7.27283,3659,"['Bluffing', 'Deduction', 'Murder\\/Mystery']","['Grid Movement', 'Hand Management', 'Memory', 'Team-Based Game']"
Friday the 13th,17025,2005,3,6,30,30,8,6.446,3651,['Card Game'],['Hand Management']
Tide of Iron,22825,2007,2,4,120,120,12,7.22403,3649,"['Miniatures', 'Wargame', 'World War II']","['Action Points', 'Dice Rolling', 'Hand Management', 'Hexagon Grid', 'Modular Board', 'Team-Based Game']"
Sekigahara: The Unification of Japan,25021,2011,2,2,180,180,14,8.0582,3648,"['Civil War', 'Renaissance', 'Wargame']","['Hand Management', 'Point to Point Movement', 'Secret Unit Deployment']"
Ticket to Ride Map Collection: Volume 5 – United Kingdom &amp; Pennsylvania,182078,2015,2,5,30,75,8,8.03607,3647,"['Expansion for Base-game', 'Trains']","['Card Drafting', 'Hand Management', 'Network and Route Building', 'Set Collection', 'Stock Holding']"
Ex Libris,201825,2017,1,4,45,45,10,7.25656,3647,"['Card Game', 'Fantasy']","['Card Drafting', 'Hand Management', 'Set Collection', 'Tile Placement', 'Variable Player Powers', 'Worker Placement']"
Struggle of Empires,9625,2004,2,7,180,240,13,7.48858,3637,"['Age of Reason', 'Civilization', 'Fighting', 'Political', 'Territory Building']","['Area Majority \\/ Influence', 'Area Movement', 'Auction\\/Bidding', 'Dice Rolling']"
Nuns on the Run,65515,2010,2,8,45,45,10,6.52199,3636,"['Bluffing', 'Deduction', 'Humor', 'Religious']","['Dice Rolling', 'Hidden Movement', 'Paper-and-Pencil', 'Pick-up and Deliver', 'Point to Point Movement', 'Secret Unit Deployment']"
Western Legends,232405,2018,2,6,60,90,14,7.70559,3650,['American West'],"['Action Points', 'Area Movement', 'Betting and Bluffing', 'Hand Management', 'Pick-up and Deliver', 'Take That']"
The Palaces of Carrara,129948,2012,2,4,60,60,10,7.21487,3628,"['City Building', 'Economic', 'Renaissance']","['Set Collection', 'Tile Placement']"
Babel,986,2000,2,2,45,60,12,6.68173,3626,"['Ancient', 'Card Game', 'City Building']","['Hand Management', 'Set Collection']"
Linko!,153065,2014,2,5,20,20,10,7.0223,3625,['Card Game'],"['Card Drafting', 'Hand Management', 'Set Collection']"
Turn the Tide,1403,1997,3,5,30,30,10,6.79857,3619,['Card Game'],"['Hand Management', 'Simultaneous Action Selection']"
Android,39339,2008,3,5,180,180,13,6.72859,3602,"['Murder\\/Mystery', 'Science Fiction']","['Action Points', 'Connections', 'Hand Management', 'Network and Route Building', 'Take That', 'Variable Player Powers']"
Shear Panic,18866,2005,2,4,45,45,10,6.37241,3590,['Animals'],"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Pattern Building']"
The Oracle of Delphi,193558,2016,2,4,70,100,12,7.32107,3594,"['Ancient', 'Mythology']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board', 'Pick-up and Deliver', 'Push Your Luck']"
Tumblin-Dice,16747,2004,2,4,45,45,13,7.18136,3581,"['Action \\/ Dexterity', 'Dice', 'Party Game']","['Dice Rolling', 'Flicking']"
Nippon,154809,2015,2,4,60,120,12,7.72323,3578,"['Economic', 'Industry \\/ Manufacturing']","['Area Majority \\/ Influence', 'Variable Phase Order']"
Yggdrasil,71671,2011,1,6,90,90,13,7.06881,3553,['Mythology'],"['Action Points', 'Cooperative Game', 'Dice Rolling', 'Set Collection', 'Variable Player Powers']"
Witch&#039;s Brew,34084,2008,3,5,45,45,9,7.03588,3541,"['Bluffing', 'Card Game', 'Fantasy']","['Hand Management', 'Simultaneous Action Selection']"
Rialto,119591,2013,2,5,45,45,10,6.92908,3541,"['Political', 'Renaissance']","['Area Majority \\/ Influence', 'Auction\\/Bidding', 'Card Drafting']"
Odin&#039;s Ravens,4396,2002,2,2,30,30,10,6.65914,3539,"['Animals', 'Card Game', 'Mythology', 'Racing']",['Hand Management']
Ultimate Werewolf: Ultimate Edition,38159,2008,5,68,30,90,8,7.04937,3526,"['Bluffing', 'Card Game', 'Deduction', 'Horror', 'Murder\\/Mystery', 'Negotiation']","['Player Elimination', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Voting']"
CO₂,72225,2012,1,5,120,120,12,7.19883,3519,"['Economic', 'Environmental', 'Industry \\/ Manufacturing']","['Area Majority \\/ Influence', 'Card Drafting', 'Worker Placement']"
Space Hulk,2163,1989,2,4,45,45,12,7.46356,3512,"['Fighting', 'Miniatures', 'Science Fiction']","['Action Points', 'Dice Rolling', 'Grid Movement', 'Modular Board']"
Sorry! Sliders,37196,2008,1,4,30,30,6,6.4016,3512,"['Action \\/ Dexterity', ""Children's Game""]",[]
Marvel Dice Masters: Uncanny X-Men,158275,2014,2,2,60,60,14,7.26398,3511,"['Collectible Components', 'Comic Book \\/ Strip', 'Dice', 'Fighting']","['Deck, Bag, and Pool Building', 'Dice Rolling']"
Shipyard,55600,2009,2,4,120,120,11,7.36864,3510,"['Economic', 'Industry \\/ Manufacturing', 'Nautical']","['Card Drafting', 'Modular Board', 'Rondel', 'Set Collection', 'Tile Placement']"
Candy Land,5048,1949,2,4,30,30,3,3.17833,3508,"[""Children's Game"", 'Racing']",['Roll \\/ Spin and Move']
The Builders: Middle Ages,144553,2013,2,4,30,30,10,6.51237,3506,"['City Building', 'Medieval']","['Action Points', 'Card Drafting', 'Set Collection']"
Eclipse: Rise of the Ancients,125898,2012,2,9,120,120,14,8.45543,3500,"['Civilization', 'Expansion for Base-game', 'Fighting', 'Science Fiction', 'Space Exploration']","['Area Majority \\/ Influence', 'Area Movement', 'Dice Rolling', 'Modular Board', 'Team-Based Game', 'Tile Placement']"
Black Stories,18803,2004,2,15,20,20,12,6.08034,3500,"['Card Game', 'Deduction', 'Horror', 'Humor', 'Murder\\/Mystery', 'Party Game']",['Storytelling']
The Duke,36235,2013,2,2,30,30,13,7.44124,3493,"['Abstract Strategy', 'Medieval']","['Grid Movement', 'Tile Placement']"
KLASK,165722,2014,2,2,10,10,0,7.59575,3501,"['Action \\/ Dexterity', 'Real-time']",[]
Scythe: The Wind Gambit,223555,2017,1,7,70,140,14,8.02531,3481,"['Economic', 'Expansion for Base-game', 'Transportation', 'Wargame']","['Area Majority \\/ Influence', 'Point to Point Movement']"
Munchkin Quest,29678,2008,2,4,180,180,12,5.88988,3474,"['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Humor']","['Dice Rolling', 'Modular Board', 'Role Playing']"
Lost Cities: The Board Game,42487,2008,2,4,30,60,8,6.80272,3470,"['Adventure', 'Exploration']","['Card Drafting', 'Hand Management', 'Set Collection']"
Too Many Bones,192135,2017,1,4,60,120,12,8.5095,3479,"['Adventure', 'Dice', 'Fantasy']","['Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Die Icon Resolution', 'Hand Management', 'Resource to Move']"
Arkham Horror: Curse of the Dark Pharaoh Expansion,22172,2006,1,8,240,240,12,7.31793,3468,"['Adventure', 'Expansion for Base-game', 'Fighting', 'Horror', 'Novel-based', 'Science Fiction']","['Cooperative Game', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
Madeira,95527,2013,2,4,60,150,12,7.64329,3461,"['Dice', 'Economic', 'Farming', 'Nautical']","['Area Majority \\/ Influence', 'Dice Rolling', 'Income', 'Turn Order: Pass Order', 'Worker Placement']"
Tiny Towns,265736,2019,1,6,45,60,14,7.46738,3488,"['Abstract Strategy', 'City Building']",['Pattern Building']
Smash Up: Science Fiction Double Feature,151004,2014,2,2,30,45,12,7.34213,3452,"['Card Game', 'Fantasy', 'Horror', 'Humor', 'Mythology', 'Prehistoric']","['Area Majority \\/ Influence', 'Hand Management', 'Take That', 'Variable Player Powers']"
Conan,160010,2016,2,5,90,90,14,7.77183,3439,"['Adventure', 'Fantasy', 'Fighting', 'Miniatures', 'Novel-based']","['Action Points', 'Area Movement', 'Dice Rolling', 'Player Elimination', 'Team-Based Game', 'Variable Phase Order']"
The Lost Expedition,216459,2017,1,5,30,50,14,7.14131,3441,"['Adventure', 'Card Game', 'Exploration']","['Cooperative Game', 'Hand Management', 'Solo \\/ Solitaire Game']"
Android: Infiltration,118063,2012,2,6,30,45,14,6.56881,3436,"['Card Game', 'Exploration', 'Science Fiction', 'Spies\\/Secret Agents']","['Dice Rolling', 'Hand Management', 'Modular Board', 'Push Your Luck', 'Simultaneous Action Selection']"
Tuscany Essential Edition,202174,2016,1,6,60,150,14,8.66806,3429,"['Expansion for Base-game', 'Farming']","['Variable Player Powers', 'Worker Placement']"
Wallenstein (first edition),3307,2002,3,5,150,150,12,7.49058,3425,"['Economic', 'Renaissance', 'Territory Building']","['Action Points', 'Action Queue', 'Area Majority \\/ Influence', 'Area Movement', 'Simultaneous Action Selection', 'Variable Phase Order']"
Dominion: Black Market Promo Card,41105,2009,2,4,30,30,10,7.11372,3424,"['Card Game', 'Expansion for Base-game', 'Medieval']","['Card Drafting', 'Deck, Bag, and Pool Building', 'Hand Management']"
Cave Troll,4491,2002,2,4,20,60,10,6.4092,3424,['Fantasy'],"['Action Points', 'Area Majority \\/ Influence', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
Hearts,6887,1850,3,7,30,30,8,6.43307,3427,"['Card Game', 'Movies \\/ TV \\/ Radio theme']",['Trick-taking']
Freedom: The Underground Railroad,119506,2012,1,4,60,120,13,7.59713,3425,"['American Civil War', 'Economic', 'Educational', 'Political']","['Cooperative Game', 'Pick-up and Deliver', 'Point to Point Movement', 'Solo \\/ Solitaire Game', 'Variable Player Powers']"
Dungeon!,1339,1975,1,8,30,30,8,5.96125,3420,"['Adventure', 'Exploration', 'Fantasy', 'Fighting']","['Dice Rolling', 'Role Playing', 'Variable Player Powers']"
Catan: Cities &amp; Knights – 5-6 Player Extension,4101,2000,5,6,120,120,10,7.1391,3415,"['Expansion for Base-game', 'Medieval', 'Negotiation']","['Dice Rolling', 'Hand Management', 'Memory', 'Modular Board', 'Network and Route Building', 'Trading']"
Railroad Ink: Deep Blue Edition,245654,2018,1,6,20,30,8,7.34172,3438,"['Dice', 'Trains']","['Dice Rolling', 'Line Drawing', 'Network and Route Building', 'Paper-and-Pencil']"
Merchant of Venus (second edition),131646,2012,1,4,120,240,14,7.19037,3397,"['Economic', 'Exploration', 'Science Fiction', 'Space Exploration', 'Transportation']","['Commodity Speculation', 'Dice Rolling', 'Pick-up and Deliver', 'Point to Point Movement', 'Roll \\/ Spin and Move']"
Fog of Love,175324,2017,2,2,60,120,17,7.17297,3408,"['Bluffing', 'Card Game', 'Deduction']","['Cooperative Game', 'Hand Management', 'Role Playing', 'Simulation', 'Simultaneous Action Selection', 'Storytelling']"
Timeline: Diversity,131325,2012,2,8,15,15,8,6.80806,3395,"['Card Game', 'Educational', 'Party Game', 'Trivia']",[]
Tapestry,286096,2019,1,5,90,120,12,7.64186,3517,['Civilization'],"['Hand Management', 'Tile Placement', 'Track Movement', 'Variable Player Powers']"
Joking Hazard,193621,2016,3,10,30,90,18,6.4624,3394,"['Card Game', 'Comic Book \\/ Strip', 'Humor', 'Mature \\/ Adult', 'Party Game']","['Hand Management', 'Simultaneous Action Selection']"
Shakespeare,180511,2015,1,4,20,90,13,7.4559,3389,['Renaissance'],"['Action Points', 'Auction\\/Bidding', 'Card Drafting']"
Twister,5894,1966,2,4,10,10,6,4.54297,3378,"['Action \\/ Dexterity', ""Children's Game"", 'Party Game']",['Player Elimination']
Antiquity,13122,2004,2,4,120,180,14,7.90836,3378,"['City Building', 'Civilization', 'Economic', 'Environmental', 'Medieval']","['Modular Board', 'Tile Placement', 'Trading']"
I&#039;m the Boss!,115,1994,3,6,60,60,12,6.80502,3372,['Negotiation'],"['Dice Rolling', 'Hand Management', 'Roll \\/ Spin and Move', 'Set Collection', 'Take That']"
Here I Stand,17392,2006,2,6,180,360,12,7.92392,3365,"['Negotiation', 'Political', 'Religious', 'Renaissance', 'Wargame']","['Campaign \\/ Battle Card Driven', 'Dice Rolling', 'Hand Management', 'Point to Point Movement', 'Variable Player Powers']"
Factory Fun,24417,2006,2,5,45,45,10,6.82314,3363,"['Industry \\/ Manufacturing', 'Puzzle', 'Real-time']","['Modular Board', 'Tile Placement']"
Battlestar Galactica: The Board Game – Exodus Expansion,85905,2010,3,6,120,180,14,8.1008,3356,"['Bluffing', 'Deduction', 'Expansion for Base-game', 'Movies \\/ TV \\/ Radio theme', 'Political', 'Science Fiction']","['Dice Rolling', 'Hand Management', 'Role Playing', 'Team-Based Game', 'Traitor Game', 'Variable Player Powers']"
Power Grid: The New Power Plant Cards,29416,2007,2,6,120,120,12,7.80951,3349,"['Economic', 'Expansion for Base-game', 'Industry \\/ Manufacturing']","['Auction\\/Bidding', 'Network and Route Building']"
Battle Cry,551,1999,2,2,45,45,10,7.16268,3346,"['American Civil War', 'Wargame']","['Command Cards', 'Dice Rolling', 'Hand Management', 'Modular Board']"
Millennium Blades,151347,2016,2,5,80,120,12,7.77494,3343,"['Card Game', 'Real-time']","['Card Drafting', 'Commodity Speculation', 'Hand Management', 'Set Collection', 'Simulation', 'Trading']"
